Mass,Intensity
198.011669,0
198.01233,0
198.01299,0
198.013651,0
200.014871,0
200.015542,0
200.016213,0
200.016883,0
200.017554,1.390879
200.018225,4.184838
200.018896,5.876871
200.019567,5.097833
200.020237,2.940029
200.020908,0.630787
200.021579,0
200.02225,0
200.022921,0
200.023591,0
200.159838,0
200.16051,0
200.161181,0
200.161853,0
200.162524,0.293785
200.163196,3.093229
200.163867,5.790373
200.164539,7.115937
200.16521,6.552558
200.165882,4.378121
200.166553,1.302473
200.167225,0.105153
200.167897,0
200.168568,0
200.16924,0
200.169911,0
200.430058,0
200.430731,0
200.431404,0
200.432077,0
200.43275,0.214568
200.433422,2.416601
200.434095,4.538111
200.434768,5.056825
200.435441,3.905582
200.436114,1.765544
200.436787,0.080631
200.43746,0
200.438133,0
200.438806,0
200.439479,0
200.590971,0
200.591644,0
200.592318,0
200.592992,0
200.593665,0.378851
200.594339,2.10395
200.595013,4.29976
200.595687,5.519332
200.59636,4.963182
200.597034,2.902951
200.597708,0.633085
200.598381,0
200.599055,0
200.599729,0
200.600403,0
200.719705,0
200.72038,0
200.721054,0
200.721728,0
200.722403,1.096425
200.723077,3.499174
200.723751,5.35186
200.724426,5.536684
200.7251,3.753478
200.725775,1.108627
200.726449,0
200.727123,0
200.727798,0
200.728472,0
200.753426,0
200.754101,0
200.754775,0
200.75545,0
200.756124,1.632495
200.756799,3.995229
200.757473,5.538403
200.758148,5.673515
200.758822,4.464652
200.759497,2.020574
200.760171,0.350318
200.760846,0
200.76152,0
200.762195,0
200.762869,0
200.949174,0
200.949849,0
200.950525,0
200.9512,0
200.951876,0.818939
200.952551,3.175033
200.953227,5.374203
200.953902,5.936079
200.954578,4.4531
200.955253,1.904707
200.955929,0.32216
200.956604,0
200.95728,0
200.957955,0
200.958631,0
200.972142,0
200.972818,0
200.973493,0
200.974169,0
200.974845,2.232023
200.97552,5.516678
200.976196,7.528761
200.976871,7.557036
200.977547,5.635776
200.978223,2.361512
200.978898,0.382016
200.979574,0
200.98025,0
200.980925,0
200.981601,0
200.982277,0
200.982952,0
200.983628,0.558444
200.984304,2.873595
200.984979,4.767583
200.985655,5.293804
200.986331,4.445627
200.987006,2.489654
200.987682,0.122132
200.988358,0
200.989033,0
200.989709,0
200.990385,0
201.043775,0
201.044451,0
201.045127,0
201.045803,0
201.046479,1.242443
201.047155,3.904383
201.047831,5.515386
201.048507,5.27299
201.049183,3.491851
201.049859,0.8354
201.050535,0
201.051211,0
201.051887,0
201.052563,0
201.113417,0
201.114093,0
201.11477,0
201.115446,0
201.116122,1.141132
201.116799,3.325538
201.117475,4.797361
201.118151,4.747153
201.118828,3.171286
201.119504,0.728747
201.12018,0
201.120857,0
201.121533,0
201.12221,0
201.171593,0
201.172269,0
201.172946,0
201.173623,0
